"movieNm","salesAcc","movieCd","salesAmt","salesShare","salesInten","salesChange","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt","genreNm","dir_peopleNm","act_peopleNm1","act_peopleNm2","watchGradeNm"
주먹왕 랄프 2: 인터넷 속으로,13510211093,20189463,234504120,2,150996090,180.8,29395,18508,170,1705497,497,751,애니메이션,리치 무어,존 C. 라일리,사라 실버맨,전체관람가
주온: 더 파이널,407478300,20154621,26057400,1.4,-2934700,-10.1,3419,-370,-9.8,53743,275,527,공포(호러),오치아이 마사유키,타이라 아이리,키리야마 렌,"15세이상관람가"
주키퍼스 와이프,56235446,20175943,5032000,0.3,-6904000,-57.8,705,-756,-51.7,7375,92,164,드라마,니키 카로,제시카 차스테인,다니엘 브륄,"12세이상관람가"
주토피아,37023946242,20155501,6542600,0.2,-65716500,-90.9,900,-8005,-89.9,4695925,98,122,애니메이션,바이론 하워드,지니퍼 굿윈,제이슨 베이트먼,전체관람가
주피터 어센딩,2557315179,20149037,27052500,1.1,-120042600,-81.6,3757,-14145,-79,293131,277,590,SF,라나 워쇼스키,밀라 쿠니스,채닝 테이텀,"12세이상관람가"
죽여주는 여자,834795300,20161589,10913100,0.5,5976100,121,1656,926,126.8,113233,68,90,드라마,이재용,윤여정,김한나,청소년관람불가
죽지않는 인간들의 밤,763750740,20190621,18870680,2.6,-3207030,-14.5,2319,-408,-15,93067,395,749,코미디,신정원,이정현,김성오,"15세이상관람가"
중2병이라도 사랑이 하고 싶어! 테이크 온 미,54051100,20183083,18428400,0.8,-5468200,-22.9,2019,-911,-31.1,5536,102,242,애니메이션,이시하라 타츠야,후쿠야마 준,우치다 마아야,"12세이상관람가"
중경삼림,796237160,20071054,9090740,1.3,2077130,29.6,908,216,31.2,84389,85,139,드라마,왕가위,임청하,양조위,고등학생이상관람가
쥬라기 공원,431036000,19930176,53453000,0.6,45057000,536.6,4574,3834,518.1,35207,47,87,SF,스티븐 스필버그,샘 닐,로라 던,중학생이상관람가
쥬라기 월드,47757116026,20098169,71894400,0.6,5498400,8.3,7998,690,9.4,5540864,93,166,액션,콜린 트레보로우,크리스 프랫,주디 그리어,"12세이상관람가"
쥬라기 월드: 도미니언,29113358290,20206061,11585300,0.3,4622900,66.4,1068,357,50.2,2824346,51,63,액션,콜린 트레보로우,크리스 프랫,브라이스 달라스 하워드,"12세이상관람가"
쥬라기 월드: 폴른 킹덤,49492094637,20179086,29377200,0.5,8693000,42,3470,738,27,5627757,120,175,액션,후안 안토니오 바요나,크리스 프랫,브라이스 달라스 하워드,"12세이상관람가"
쥬로링 동물탐정 극장판,148970800,20134436,53404200,0.5,5217100,10.8,7288,603,9,20985,188,274,애니메이션,박시후,김서영,양정화,전체관람가
쥬만지: 넥스트 레벨,8339741070,20198681,234177220,1.8,112408100,92.3,27252,12389,83.4,1000595,408,694,액션,제이크 캐스단,드웨인 존슨,잭 블랙,"12세이상관람가"
쥬만지: 새로운 세계,13636619864,20171909,159587800,1.6,-25967635,-14,19430,-3402,-14.9,1684650,325,502,액션,제이크 캐스단,드웨인 존슨,잭 블랙,"12세이상관람가"
증발,28090300,20195962,2464500,1.2,1426000,137.3,412,240,139.5,3841,11,11,다큐멘터리,김성민,최준원,최용진,전체관람가
증인,20284615701,20185881,97622220,1.5,46361530,90.4,11229,5303,89.5,2509780,379,643,드라마,이한,정우성,김향기,"12세이상관람가"
지.아이.조 2,14373765500,20113972,68927000,2.2,-21024500,-23.4,9310,-2763,-22.9,1843583,214,537,액션,존 추,이병헌,브루스 윌리스,"15세이상관람가"
지골로 인 뉴욕,70068323,20140762,33238023,1.5,7195723,27.6,4315,614,16.6,9461,234,640,멜로/로맨스,존 터투로,존 터투로,우디 앨런,청소년관람불가
지금 만나러 갑니다,20702258728,20170669,22555500,1.4,-36590000,-61.9,3022,-3901,-56.3,2589462,202,324,멜로/로맨스,이장훈,소지섭,손예진,"12세이상관람가"
지금은맞고그때는틀리다,426049400,20151782,18948900,1,6711400,54.8,2657,1080,68.5,51684,70,186,드라마,홍상수,정재영,김민희,청소년관람불가
지니어스 독,6434900,20203303,6434900,1.6,6434900,100,850,850,100,850,142,263,코미디,길 정거,메간 폭스,조쉬 더하멜,"12세이상관람가"
지랄발광 17세,605177100,20176961,21480000,0.8,2952000,15.9,2869,398,16.1,76740,115,271,코미디,켈리 프레몬,헤일리 스테인펠드,우디 해럴슨,"15세이상관람가"
지슬 - 끝나지 않은 세월2,790808100,20120108,10799500,0.9,-2059000,-16,1671,-307,-15.5,113677,67,150,드라마,오멸,이경준,홍상표,"15세이상관람가"
지오스톰,8366214421,20173694,93288600,4.6,-14691100,-13.6,12792,-1984,-13.4,1011971,462,1239,액션,딘 데블린,캐서린 윈닉,제라드 버틀러,"12세이상관람가"
지옥의 묵시록 파이널 컷,24251360,20202611,2960500,0.9,-125500,-4.1,344,-14,-3.9,2636,58,83,전쟁,프란시스 포드 코폴라,말론 브란도,로버트 듀발,청소년관람불가
지저귀는 새는 날지 않는다,38811580,20209961,3720520,0.3,39120,1.1,442,17,4,4324,75,96,애니메이션,마키타 카오리,신가키 타루스케,하타노 와타루,청소년관람불가
지푸라기라도 잡고 싶은 짐승들,5287691470,20180962,23902020,4,10450180,77.7,2662,1162,77.5,609196,294,524,스릴러,김용훈,전도연,정우성,청소년관람불가
직쏘,743312600,20173724,64945900,3.4,-105407400,-61.9,7961,-10605,-57.1,84617,157,595,공포(호러),피터 스피어이그,토빈 벨,칼럼 키스 레니,청소년관람불가
진범,1343407100,20185986,56481900,0.6,-2628300,-4.4,6389,-198,-3,157393,170,302,스릴러,고정욱,송새벽,유선,"15세이상관람가"
집으로 가는 길,12904598745,20134123,40954000,1.5,-47954500,-53.9,5905,-5773,-49.4,1833891,143,329,드라마,방은진,전도연,고수,"15세이상관람가"
짓,161265500,20122466,13579500,0.9,-1250000,-8.4,2012,-244,-10.8,22894,156,373,멜로/로맨스,한종훈,서은아,서태화,청소년관람불가
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,1724988000,20125427,97329500,1.4,17630000,22.1,14543,2414,19.9,260055,128,259,애니메이션,마스이 소이치,야지마 아키코,나라하시 미키,전체관람가
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,754521200,20167285,15700700,0.5,-38024200,-70.8,2283,-5451,-70.5,98994,189,234,애니메이션,타카하시 와타루,박영남,김환진,전체관람가
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,333191200,20147971,159755500,3.8,17066900,12,22745,2374,11.7,47476,301,589,애니메이션,하시모토 마사카즈,박영남,오세홍,전체관람가
찌라시: 위험한 소문,8945039187,20139401,56558000,4.5,-11057700,-16.4,7770,-1470,-15.9,1198350,304,957,범죄,김광식,김강우,고창석,"15세이상관람가"
차이나타운,11979213667,20149266,10966500,0.6,-9196800,-45.6,1475,-945,-39,1470662,125,254,범죄,한준희,김혜수,김고은,청소년관람불가
차이니즈 조디악,2101288500,20122843,22175000,1.7,-106963500,-82.8,3361,-14401,-81.1,299366,180,477,액션,성룡,성룡,권상우,"12세이상관람가"
차형사,9723123296,20124065,31773000,1.6,6251500,24.5,4763,1090,29.7,1342476,117,335,코미디,신태라,강지환,성유리,"15세이상관람가"
창궐,13194934490,20174981,63091950,0.8,-7464900,-10.6,7390,-934,-11.2,1588443,342,560,사극,김성훈,현빈,장유화,"15세이상관람가"
창문 넘어 도망친 100세 노인,1698181371,20148728,33237300,0.4,-2532500,-7.1,4109,-355,-8,223298,68,112,어드벤처,플렉스 할그렌,로버트 구스타프슨,이와 위클란더,"15세이상관람가"
창수,2627708000,20110881,103383500,4.2,5246000,5.3,13853,-184,-1.3,359517,298,1114,드라마,이덕희,임창정,안내상,청소년관람불가
채비,1011980064,20175441,29159500,2.2,3874700,15.3,4490,738,19.7,138746,187,293,드라마,조영준,고두심,김성균,"12세이상관람가"
채피,4105667054,20156402,323285500,5.9,199115300,160.4,41069,25531,164.3,506662,366,1216,액션,닐 블롬캠프,휴 잭맨,샬토 코플리,"15세이상관람가"
챔피언,9421104730,20189783,25137100,0.6,-4058300,-13.9,3453,-66,-1.9,1120992,165,265,드라마,김용완,마동석,권율,"12세이상관람가"
천문: 하늘에 묻는다,16394086360,20184571,46325700,3.1,832100,1.8,5908,79,1.4,1980443,429,719,사극,허진호,최민식,한석규,"12세이상관람가"
천재 강아지 미스터 피바디,2640817600,20133601,150702100,2.6,26158300,21,20414,3356,19.7,355788,220,436,애니메이션,롭 민코프,티 버렐,맥스 찰스,전체관람가
철가방 우수氏,411364000,20120430,47914500,2.3,6803500,16.5,7057,1000,16.5,60537,106,421,드라마,윤학렬,최수종,기주봉,"12세이상관람가"
철의 여인,918604000,20113912,12434000,0.8,-3275500,-20.9,1820,-468,-20.5,122937,51,116,드라마,필리다 로이드,메릴 스트립,짐 브로드벤트,"12세이상관람가"
첫눈이 사라졌다 ,16212500,20219351,4905400,0.5,-1503700,-23.5,786,-254,-24.4,2313,66,76,판타지,마우고시카 슈모프스카,알렉 엇가프,마야 오스타쉐브스카,"15세이상관람가"
첫키스만 50번째,1377865400,20040526,22369200,1.4,-22530100,-50.2,3080,-2242,-42.1,204615,130,279,코미디,피터 시걸,아담 샌들러,드류 베리모어,"15세관람가"
청년경찰,44198325816,20162442,80995700,1.5,44493400,121.9,9802,5236,114.7,5629435,259,439,액션,김주환,박서준,강하늘,"15세이상관람가"
체르노빌 1986,60768200,20218006,23551200,2.1,-7498800,-24.2,3167,-1801,-36.3,9016,180,451,액션,다닐라 코즈로브스키,다닐라 코즈로브스키,옥사나 애킨시나,"12세이상관람가"
체실 비치에서,47428000,20185222,14880900,0.3,-705300,-4.5,1603,-450,-21.9,5549,47,113,드라마,도미닉 쿡,시얼샤 로넌,빌리 하울,"15세이상관람가"
체크 히어로,57364900,20197394,21288720,0.4,17488720,460.2,2765,2210,398.2,7643,221,263,애니메이션,앤더스 마테센,이다은,남도형,전체관람가
초미의 관심사,92969220,20196782,10129060,4.7,-10834140,-51.7,1283,-1213,-48.6,11634,277,394,드라마,남연우,조민수,김은영,"15세이상관람가"
초콜렛 도넛,131197100,20147691,10837400,0.7,-12945100,-54.4,1434,-1448,-50.2,16309,52,156,드라마,트래비스 파인,알란 커밍,아이작 레이바,"15세이상관람가"
초한지 - 천하대전,636477000,20113883,49593000,2.8,1223000,2.5,6966,270,4,85107,167,542,액션,이인항,여명,유역비,"12세이상관람가"
최강전사 미니특공대 : 새로운 악당의 습격,67727300,20156441,29930000,1.1,180700,0.6,3916,-158,-3.9,8996,181,242,애니메이션,이영준,엄상현,전태열,전체관람가
최강전사 미니특공대: 영웅의 탄생,200590100,20159657,136495700,1.3,111878800,454.5,18216,14908,450.7,26767,348,515,애니메이션,이영준,엄상현,양정화,전체관람가
최면,471306350,20216432,4609920,1.2,-1012670,-18,496,-119,-19.3,51661,94,114,공포(호러),최재훈,이다윗,조현,"15세이상관람가"
추억의 검정고무신,76646500,20200200,41656000,2.6,28584000,218.7,4807,3166,192.9,9224,215,446,애니메이션,송정율,박지윤,오인실,전체관람가
출국,579700150,20182935,11488300,0.4,-15312750,-57.1,1622,-1546,-48.8,73029,64,108,드라마,노규엽,이범수,연우진,"15세이상관람가"
치외법권,2342875905,20155826,168024800,7.7,-27241900,-14,22846,-3574,-13.5,302942,409,1772,액션,신동엽,임창정,최다니엘,"15세이상관람가"
치즈인더트랩,1849705800,20172244,21972900,1.7,-78668400,-78.2,2843,-8795,-75.6,223430,197,481,멜로/로맨스,김제영,박해진,이채민,"15세이상관람가"
친구 2,21666550013,20137044,54398500,2.6,-24905000,-31.4,7804,-3749,-32.5,2952561,239,665,액션,곽경택,유오성,주진모,청소년관람불가
침묵,3554928164,20169643,211117900,3.2,100693800,91.2,25071,11582,85.9,446448,414,831,드라마,정지우,최민식,박신혜,"15세이상관람가"
침입자,4753451380,20197863,10098840,0.5,1972060,24.3,1172,137,13.2,525126,181,240,미스터리,손원평,송지효,김무열,"15세이상관람가"
카3: 새로운 도전,3547755401,20175522,26302900,0.4,919700,3.6,3893,185,5,480313,74,89,애니메이션,브라이언 피,아미 해머,나단 필리온,전체관람가
카시오페아,155596200,20210590,19519900,0.2,611400,3.2,1974,31,1.6,16467,138,193,드라마,신연식,안성기,서현진,"12세이상관람가"
카오산 탱고,4371000,20183385,4158000,0.4,4158000,100,462,462,100,514,4,4,드라마,김범삼,홍완표,현리,"12세이상관람가"
카오스 워킹,1131902140,20215843,34590970,1.6,18908160,120.6,3564,1952,121.1,135452,406,592,어드벤처,더그 라이만,톰 홀랜드,데이지 리들리,"15세이상관람가"
카운슬러,945741500,20133152,13255000,0.8,-155000,-1.2,1930,-24,-1.2,130278,86,168,범죄,리들리 스콧,브래드 피트,마이클 패스벤더,청소년관람불가
카이트,18476000,20150841,18476000,0.6,18476000,100,3234,3234,100,3234,50,52,범죄,랄프 지만,사무엘 L. 잭슨,인디아 아이슬리,청소년관람불가
카트,5660026733,20136802,39946100,2,-66648300,-62.5,6029,-8094,-57.3,776991,213,428,드라마,부지영,염정아,문정희,"12세이상관람가"
카페 6,154520500,20162928,13424900,0.7,-14330000,-51.6,1823,-2338,-56.2,22729,117,276,멜로/로맨스,오자운,동자건,안탁령,"12세이상관람가"
카페 벨에포크,447903120,20208122,28873320,2,14000340,94.1,2989,1483,98.5,52311,216,319,코미디,니콜라스 베도스,다니엘 오떼유,기욤 까네,"15세이상관람가"
카페 소사이어티,815560738,20168401,25010100,2.1,-19649500,-44,3374,-1663,-33,97614,120,262,멜로/로맨스,우디 앨런,제시 아이젠버그,크리스틴 스튜어트,"15세이상관람가"
캐롤,2848226735,20150942,7480700,1.4,-9900630,-57,841,-901,-51.7,346703,231,275,드라마,토드 헤인즈,케이트 블란쳇,루니 마라,청소년관람불가
캐리비안의 해적: 죽은 자는 말이 없다,24796911822,20170982,20627900,0.6,-49045300,-70.4,2700,-6468,-70.5,3028200,97,171,액션,에스펜 샌버그,조니 뎁,카야 스코델라리오,"12세이상관람가"
캐빈 인 더 우즈,1670889500,20126566,27144500,1,478500,1.8,3774,86,2.3,223001,177,410,공포(호러),드류 고다드,크리스 헴스워스,크리스틴 코놀리,청소년관람불가
캐시트럭,2108441210,20217651,24791560,2.6,-28092750,-53.1,2716,-2721,-50,221726,437,650,액션,가이 리치,제이슨 스타뎀,스콧 이스트우드,청소년관람불가
캐치미,2896572500,20139981,102489000,2.3,-251841500,-71.1,17394,-31764,-64.6,421809,334,758,코미디,이현종,김아중,주원,"12세이상관람가"
캔디맨,424733430,20219770,57719020,3.2,-17789260,-23.6,5650,-1682,-22.9,42522,505,1056,미스터리,니아 다코스타,야히아 압둘 마틴 2세,테요나 패리스,"15세이상관람가"
캡틴 마블,51459630433,20181877,10987620,0.1,-2533330,-18.7,1265,-294,-18.9,5797321,46,64,액션,애너 보든,브리 라슨,사무엘 L. 잭슨,"12세이상관람가"
캡틴 아메리카: 시빌 워,72126544727,20159364,42779500,1.6,-9273900,-17.8,5591,-2946,-34.5,8609929,242,413,액션,안소니 루소,크리스 에반스,로버트 다우니 주니어,"12세이상관람가"
캡틴 아메리카: 윈터 솔져,31679831585,20147790,26344500,0.5,-5987600,-18.5,3294,-709,-17.7,3959198,47,98,액션,조 루소,크리스 에반스,스칼렛 요한슨,"15세이상관람가"
캡틴 필립스,1365642792,20132821,45220104,1.5,8993604,24.8,6406,922,16.8,198220,149,312,액션,폴 그린그래스,톰 행크스,캐서린 키너,"15세이상관람가"
캣츠,4870239550,20192721,507728940,9.8,-2269216440,-81.7,84283,-228289,-73,586019,879,3229,뮤지컬,톰 후퍼,제니퍼 허드슨,테일러 스위프트,"12세이상관람가"
커넥트,117924690,20202540,9368720,2,1451790,18.3,1073,152,16.5,13197,306,419,공포(호러),제이콥 체이스,길리언 제이콥스,존 갤러거 주니어,"15세이상관람가"
커다랗고 커다랗고 커다란 배,335600800,20182989,137991200,1.5,-17254400,-11.1,17035,-2262,-11.7,42182,327,474,애니메이션,필립 립스키,이소은,이제인,전체관람가
커런트 워,1694668900,20171021,61985400,1.1,-16880100,-21.4,7127,-1740,-19.6,194259,183,370,드라마,알폰소 고메즈-레존,베네딕트 컴버배치,마이클 섀넌,"12세이상관람가"
커뮤터,831434429,20178230,283711829,7.8,34886129,14,33446,504,1.5,106064,548,2157,액션,자움 콜렛 세라,리암 니슨,베라 파미가,"15세이상관람가"
커튼콜,19752000,20157064,15156000,0.8,14874000,5274.5,2111,2064,4391.5,2759,8,8,코미디,류훈,장현성,박철민,"15세이상관람가"
컨저링,16239169177,20131381,55652000,3.7,452500,0.8,8114,-93,-1.1,2246992,284,848,공포(호러),제임스 완,베라 파미가,패트릭 윌슨,"15세이상관람가"
컨저링 2,15577505129,20162941,44329700,2.1,-62492900,-58.5,5623,-6740,-54.5,1906124,178,328,공포(호러),제임스 완,베라 파미가,패트릭 윌슨,"15세이상관람가"
컨저링3: 악마가 시켰다,7993841990,20217736,14576140,0.3,-1911040,-11.6,1477,-173,-10.5,796247,58,85,공포(호러),마이클 차베즈,베라 파미가,패트릭 윌슨,"15세이상관람가"
컨택트,4364747621,20179281,332495751,4.1,163994463,97.3,37935,18357,93.8,531553,422,868,SF,드니 빌뇌브,에이미 아담스,제레미 레너,"12세이상관람가"
컬러풀 웨딩즈,1315620680,20149984,52678800,1.2,-7975200,-13.1,6586,-928,-12.4,171740,156,303,코미디,필립 드 쇼브홍,프레데릭 벨,엘로디 퐁탕,"12세이상관람가"
컴백홈,405690681,20217624,14565559,1.8,-26605731,-64.6,1725,-2564,-59.8,43590,389,600,드라마,이연우,송새벽,라미란,"15세이상관람가"
컴온 컴온,47082400,20212317,13172000,0.3,-5913200,-31,1249,-794,-38.9,4787,107,204,드라마,마이크 밀스,호아킨 피닉스,우디 노먼,"12세이상관람가"
케빈에 대하여,23961500,20113486,9389000,0.2,2060000,28.1,1149,160,16.2,3006,15,30,드라마,린 램지,틸다 스윈튼,에즈라 밀러,청소년관람불가
코난: 암흑의 시대,233486500,20125106,23002500,1.2,1052000,4.8,3185,147,4.8,30260,188,531,판타지,마커스 니스펠,제이슨 모모아,레이첼 니콜스,청소년관람불가
코다,326493330,20218904,20271940,2,-39965870,-66.3,2248,-3986,-63.9,35207,272,366,드라마,션 헤이더,에밀리아 존스,퍼디아 월시-필로,"12세이상관람가"
코리아,13416807000,20124045,17023000,0.6,-3388500,-16.6,2739,-544,-16.6,1867444,122,244,드라마,문현성,하지원,배두나,"12세이상관람가"
코블러,173027032,20145281,54285368,1.1,19404904,55.6,6799,2350,52.8,22287,238,478,판타지,토마스 맥카시,아담 샌들러,더스틴 호프만,"15세이상관람가"
